Customer_ID,Age,Tenure_Months,Account_Balance,Monthly_Income,Previous_Month_Transactions,Current_Month_Transactions,Digital_Login_Frequency,UPI_Transactions,Card_Usage_Frequency,Loan_Active,Investment_Active,Complaint_Count,Days_Since_Last_Login,Salary_Account,Auto_Debit_Active,Churn
CUST100741,33,127,550264,240413,39,7,0,27,0,0,1,2,61,1,1,1
CUST100742,38,153,770302,225926,49,7,0,3,3,1,1,0,82,0,1,1
CUST100743,28,23,388128,128604,17,59,9,54,31,0,0,1,55,0,1,0
CUST100744,54,152,683986,41026,14,71,17,14,0,0,0,1,55,1,0,0
CUST100745,53,38,361400,173744,70,33,1,63,12,1,0,0,74,0,0,1
CUST100746,52,28,363681,184489,74,15,7,64,45,0,1,0,16,0,1,0
CUST100747,36,21,191861,67413,76,12,21,15,46,1,0,0,61,1,1,1
CUST100748,37,107,923204,80066,29,86,21,19,16,1,0,3,20,0,0,0
CUST100749,35,146,634619,205285,48,75,25,63,11,0,1,2,36,1,1,0
CUST100750,64,164,720005,65971,64,21,25,32,6,0,0,1,107,1,0,1
CUST100751,58,99,252666,173353,51,26,8,68,2,0,1,3,114,1,0,1
CUST100752,66,173,991900,128978,44,63,20,68,49,0,0,0,33,1,0,0
CUST100753,31,119,270670,174163,11,1,30,57,25,1,0,0,96,0,0,1
CUST100754,32,73,629151,65494,50,25,5,38,30,1,0,1,28,0,0,0
CUST100755,48,122,958004,118864,27,82,13,76,35,0,0,0,67,0,1,0
CUST100756,18,30,200121,164682,87,68,32,35,25,0,0,1,95,1,0,1
CUST100757,20,108,336510,147151,50,83,6,67,2,1,0,1,59,0,0,0
CUST100758,33,98,998821,110386,17,29,23,20,43,0,0,1,10,0,0,0
CUST100759,40,32,453333,192823,25,7,8,62,27,1,1,1,89,1,1,1
CUST100760,28,156,57096,101126,5,37,10,5,43,1,0,4,81,0,1,0
CUST100761,29,172,664270,201504,23,60,22,23,16,0,1,5,116,1,0,1
CUST100762,27,79,999887,177023,64,80,1,52,37,0,1,0,95,1,0,0
CUST100763,49,41,858617,95863,37,64,14,75,46,1,0,2,59,1,0,0
CUST100764,33,63,51248,93291,8,66,34,77,29,0,0,1,90,1,1,0
CUST100765,25,23,206728,140659,7,45,27,49,1,0,0,1,79,0,0,0
CUST100766,55,104,920455,205944,56,89,3,11,7,1,0,0,73,1,0,1
CUST100767,29,75,983716,22235,32,71,9,55,13,1,0,1,107,1,0,1
CUST100768,41,48,994205,97733,74,42,5,14,36,0,0,2,33,0,0,1
CUST100769,45,160,80888,77712,74,58,29,39,34,0,1,0,32,0,1,0
CUST100770,25,57,207354,167545,59,45,34,40,41,0,0,0,9,1,0,0
CUST100771,45,118,241346,213639,61,71,9,68,38,0,0,2,105,0,0,1
CUST100772,53,100,619821,140849,20,34,31,68,10,0,0,3,59,1,1,0
CUST100773,43,124,42954,94823,28,38,2,5,14,0,1,0,25,0,1,0
CUST100774,25,161,352863,119215,73,50,25,66,1,0,0,0,105,0,0,1
CUST100775,67,152,665164,47230,45,3,14,32,36,0,1,0,24,1,1,0
CUST100776,45,167,749065,99573,81,79,16,42,42,0,0,0,1,0,1,0
CUST100777,45,34,263739,238660,51,76,26,20,31,0,1,1,89,1,0,0
CUST100778,54,156,292736,214948,80,83,17,64,39,0,0,0,83,0,0,0
CUST100779,58,165,565931,55644,73,50,18,16,12,0,1,4,2,0,0,0
CUST100780,53,7,255793,194736,35,4,11,7,42,1,1,1,31,1,0,1
CUST100781,44,165,325809,60203,34,54,23,63,16,0,0,0,0,1,0,0
CUST100782,34,56,939327,81677,22,19,4,27,14,1,0,1,23,1,1,0
CUST100783,26,65,269116,171497,48,23,23,12,32,1,0,0,49,1,1,0
CUST100784,50,47,279026,138246,31,35,26,12,15,0,1,1,42,1,0,0
CUST100785,37,148,722754,99817,30,33,29,37,12,1,1,2,119,1,0,1
CUST100786,30,19,465271,232033,64,53,14,24,21,0,0,2,43,0,0,0
CUST100787,45,157,680129,246414,22,33,33,61,22,0,0,1,32,1,1,0
CUST100788,65,146,550308,243721,60,82,26,22,35,0,0,2,37,0,1,0
CUST100789,46,163,961252,84806,35,16,19,20,42,0,1,2,111,0,0,1
CUST100790,30,171,365765,57814,63,4,31,53,49,0,1,1,51,0,1,0
CUST100791,63,126,872806,85219,6,88,3,62,49,0,0,0,34,0,0,0
CUST100792,52,139,45912,195718,43,17,4,29,9,1,0,0,16,1,1,0
CUST100793,23,49,13879,185956,65,54,7,74,16,1,0,2,57,0,0,0
CUST100794,35,113,559086,110345,67,52,21,67,29,0,0,0,47,0,0,0
CUST100795,68,38,633079,115088,22,49,6,75,12,0,0,3,42,1,0,0
CUST100796,22,64,484042,84322,21,71,21,72,29,0,0,3,47,0,1,0
CUST100797,64,69,702433,36650,43,78,29,31,45,0,0,3,43,1,1,0
CUST100798,42,136,338935,109242,75,44,15,74,29,1,1,2,32,0,1,0
CUST100799,19,162,854415,155262,58,12,14,23,6,0,1,1,74,0,0,1
CUST100800,27,176,961509,53196,80,15,4,6,9,0,1,0,86,0,0,1
CUST100801,47,116,488947,185521,39,85,2,71,34,1,0,2,101,0,0,1
CUST100802,67,65,659210,185733,15,83,22,0,1,1,1,4,95,1,1,0
CUST100803,62,31,160472,44709,65,12,9,2,29,0,1,2,82,1,1,1
CUST100804,22,132,799385,95428,48,19,4,27,18,0,0,0,75,0,1,1
CUST100805,50,113,631698,221251,72,65,22,42,38,0,0,0,91,0,1,0
CUST100806,18,109,650443,24943,29,46,14,45,36,0,1,0,1,0,1,0
CUST100807,35,178,155607,189312,52,18,17,0,2,0,1,3,9,1,1,0
CUST100808,49,69,731896,191832,36,44,24,37,24,0,0,1,82,0,0,0
CUST100809,64,158,469255,36042,88,36,7,34,33,1,0,3,27,1,1,1
CUST100810,66,120,253712,58894,8,53,30,73,21,0,1,0,46,1,1,0
CUST100811,28,88,868461,152941,42,5,20,75,37,0,1,0,7,0,0,0
CUST100812,38,67,5055,207150,67,13,1,73,13,0,1,1,106,1,1,1
CUST100813,43,75,301314,71759,51,3,21,53,38,0,0,2,22,1,0,0
CUST100814,42,45,230016,120973,5,85,7,23,1,0,0,0,47,1,0,0
CUST100815,39,4,763945,59306,7,54,22,27,31,0,0,0,108,0,1,1
CUST100816,44,154,887408,123369,66,33,31,21,42,0,1,0,93,1,0,0
CUST100817,66,155,291395,201443,68,26,7,15,2,0,1,3,91,0,0,1
CUST100818,30,174,923036,166990,21,6,3,12,40,0,0,1,62,0,1,1
CUST100819,50,107,661284,43379,82,2,29,61,7,0,0,0,76,1,0,1
CUST100820,51,51,49037,135667,66,46,18,42,25,0,1,1,118,1,0,1
CUST100821,58,50,996586,236882,39,1,22,77,31,0,1,2,36,0,1,0
CUST100822,52,6,93115,229304,17,79,17,31,10,0,1,0,11,1,0,0
CUST100823,18,59,990125,149034,39,24,28,66,49,0,0,0,73,1,0,0
CUST100824,38,125,865358,159923,47,59,22,56,0,1,1,0,114,0,0,0
CUST100825,65,143,473032,132626,6,78,32,64,14,1,1,0,80,0,0,0
CUST100826,23,30,483870,191819,60,23,17,68,3,0,0,1,64,0,0,1
CUST100827,45,170,71400,140180,81,14,32,48,3,1,1,2,85,1,1,1
CUST100828,34,122,624813,67349,55,13,6,32,27,0,0,1,14,1,0,1
CUST100829,22,125,364308,216904,58,53,27,18,9,1,1,1,79,0,0,0
CUST100830,48,37,224457,202428,20,77,0,35,10,0,1,1,83,1,1,0
CUST100831,22,170,749462,160817,22,5,33,69,49,0,0,1,118,1,1,0
CUST100832,55,124,142774,20730,11,77,18,14,22,0,1,2,9,1,0,0
CUST100833,20,101,894164,159993,49,80,30,23,46,0,0,0,41,0,0,0
CUST100834,40,35,16385,244502,40,17,12,26,2,1,1,0,25,1,1,0
CUST100835,54,87,796768,217210,45,19,23,48,38,0,1,3,48,1,1,0
CUST100836,54,134,852853,229183,46,61,4,74,38,0,1,0,117,0,1,1
CUST100837,27,18,949729,34023,11,80,22,22,16,0,1,1,22,0,0,0
CUST100838,27,113,561309,191421,19,79,18,32,21,0,0,0,63,1,0,0
CUST100839,36,29,922286,141796,64,39,0,40,26,0,0,2,16,0,0,1
CUST100840,34,77,509670,96533,44,38,32,55,15,0,0,0,33,1,1,0
CUST100841,38,59,118369,98286,87,51,32,28,15,0,1,1,104,0,1,0
CUST100842,31,175,745990,56979,41,31,31,30,39,1,0,1,56,0,0,0
CUST100843,26,126,574399,37837,70,72,27,64,2,0,1,0,85,0,0,0
CUST100844,63,145,90402,161069,59,26,11,17,46,0,0,2,3,0,1,0
CUST100845,18,109,645062,119975,81,51,8,5,32,0,1,1,70,0,0,1
CUST100846,68,22,254724,234675,84,62,10,51,41,1,0,1,68,1,0,1
CUST100847,62,68,740945,191111,60,73,32,39,1,0,1,2,94,0,1,0
CUST100848,30,69,830151,35923,48,62,18,64,38,0,1,2,82,1,0,0
CUST100849,21,165,228600,23876,61,16,33,41,45,1,1,1,67,1,0,0
CUST100850,18,49,705397,75973,10,48,6,67,47,0,1,2,49,1,0,0
CUST100851,66,141,474319,148959,36,80,30,31,26,0,1,2,85,0,1,0
CUST100852,57,162,650983,209795,78,81,1,9,14,0,1,0,66,1,0,0
CUST100853,49,109,135585,57422,22,22,18,68,6,1,1,1,86,1,1,0
CUST100854,51,86,771543,248462,72,71,31,8,44,1,0,0,67,0,0,0
CUST100855,45,53,669695,66413,77,12,9,68,41,1,1,3,109,1,1,1
CUST100856,48,123,700500,117484,11,22,7,60,8,0,1,1,87,0,0,0
CUST100857,25,87,105126,148913,12,56,25,10,40,0,0,3,58,0,0,0
CUST100858,56,179,736733,43756,68,61,29,67,5,0,1,0,77,1,1,0
CUST100859,43,131,602946,86576,11,53,10,73,11,1,1,0,112,1,0,1
CUST100860,51,42,166912,133248,45,19,19,7,29,1,1,1,104,0,1,0
CUST100861,20,98,818439,25304,44,85,19,48,19,0,1,2,114,1,0,0
CUST100862,67,160,975451,45341,7,51,8,23,19,1,0,1,62,1,0,1
CUST100863,29,109,632121,150830,21,22,7,32,45,0,0,1,66,1,0,1
CUST100864,18,51,119637,163082,70,34,14,18,26,0,0,1,110,0,1,1
CUST100865,61,85,908153,142039,83,66,33,1,19,0,0,2,84,1,0,0
CUST100866,22,174,618508,206830,56,33,23,54,6,0,1,0,25,0,1,0
CUST100867,47,127,27393,177730,26,32,32,10,39,0,0,1,0,1,0,0
CUST100868,47,21,582768,195074,8,45,26,16,39,0,1,4,93,0,0,1
CUST100869,34,44,904675,249390,10,80,20,41,29,1,1,0,114,1,0,0
CUST100870,65,139,875722,147447,42,44,4,60,7,1,1,0,67,0,0,0
CUST100871,64,103,480551,114485,30,18,34,2,1,1,0,0,77,0,0,0
CUST100872,40,68,891695,37092,15,86,20,34,13,1,0,1,17,1,1,0
CUST100873,32,129,665467,146562,21,14,3,65,9,0,0,2,11,0,0,0
CUST100874,54,92,522397,18729,35,77,15,0,49,0,0,0,37,0,0,0
CUST100875,38,24,793425,152046,81,65,30,6,17,1,1,0,41,1,1,0
CUST100876,31,125,94650,133222,39,38,25,19,17,0,1,0,35,1,0,0
CUST100877,19,141,759685,100216,20,17,34,42,15,1,0,1,15,0,0,0
CUST100878,28,111,519196,98860,83,69,5,5,4,1,1,2,64,0,0,0
CUST100879,68,98,905027,111870,22,58,32,54,30,1,0,0,66,1,0,0
CUST100880,56,139,53066,36398,66,31,20,20,36,0,1,1,38,1,0,0
CUST100881,55,179,374994,49650,31,20,15,50,19,0,0,0,98,0,0,1
CUST100882,51,17,830374,167364,39,39,33,45,22,1,1,3,117,1,0,0
CUST100883,55,99,17138,247363,49,26,14,34,31,1,0,1,58,1,1,0
CUST100884,67,82,119558,118889,39,1,5,7,41,1,0,1,78,0,1,1
CUST100885,51,104,259480,18159,32,79,1,67,16,0,0,0,37,0,1,0
CUST100886,35,152,438743,113162,13,38,23,15,12,0,0,3,15,0,0,0
CUST100887,47,19,272334,208838,80,85,27,66,48,1,1,2,80,1,0,0
CUST100888,32,165,879691,240959,19,55,0,70,49,1,0,0,97,0,0,0
CUST100889,44,85,79422,117834,25,12,0,63,12,0,1,0,73,0,0,0
CUST100890,68,8,712058,163137,56,55,27,1,16,0,1,3,10,1,0,0
CUST100891,51,28,607603,36638,39,65,19,0,14,1,1,2,27,0,0,0
CUST100892,69,5,30086,16073,55,77,7,57,25,0,1,1,90,1,0,0
CUST100893,55,145,935826,192583,87,55,0,0,43,1,0,0,101,0,1,1
CUST100894,50,101,126604,230379,59,27,25,6,27,0,0,3,81,1,0,1
CUST100895,41,164,888246,247069,81,63,24,68,41,0,1,0,110,0,1,0
CUST100896,32,118,120324,44320,48,70,9,17,44,1,1,1,111,0,1,0
CUST100897,47,147,477785,215948,69,81,11,31,29,0,1,1,93,1,0,1
CUST100898,59,64,741970,49924,84,63,6,44,42,0,1,2,76,1,0,0
CUST100899,68,91,392065,227792,29,55,11,32,34,0,0,1,79,1,1,0
CUST100900,34,117,4435,186806,51,40,16,73,21,1,1,0,1,1,1,0
CUST100901,22,98,888937,83116,84,40,4,72,9,0,1,1,19,1,0,0
CUST100902,46,11,840763,186097,60,3,13,48,10,0,0,1,75,1,0,1
CUST100903,21,54,161014,240575,42,56,33,32,37,1,1,0,92,1,0,0
CUST100904,27,173,715995,17159,15,29,16,70,32,0,0,0,109,1,0,0
CUST100905,34,47,423275,63940,71,87,34,67,5,0,0,1,71,1,1,0
CUST100906,27,140,713917,94436,19,83,0,27,36,0,1,3,37,1,0,0
CUST100907,34,149,376601,223048,5,45,14,52,6,1,1,0,109,0,0,0
CUST100908,37,139,839821,29678,11,55,18,43,43,0,1,2,55,0,0,0
CUST100909,41,5,840446,207147,5,30,4,79,11,0,1,1,110,0,1,0
CUST100910,22,20,427042,193276,53,87,18,54,6,0,0,0,83,1,1,0
CUST100911,51,169,293441,158093,77,6,4,9,1,1,1,1,98,1,1,1
CUST100912,23,46,569178,152844,33,89,11,13,0,1,0,1,38,1,1,0
CUST100913,19,12,284466,82163,30,76,18,35,22,0,0,1,30,0,1,0
CUST100914,30,70,561027,219827,49,53,11,33,24,0,0,0,79,0,1,0
CUST100915,60,17,403935,169536,75,7,11,17,17,1,1,3,22,1,0,1
CUST100916,60,115,604841,66137,16,54,17,15,43,0,0,0,33,1,0,0
CUST100917,65,147,9314,176304,36,68,33,36,6,1,1,1,95,0,1,0
CUST100918,28,154,619119,76497,24,43,32,40,2,0,1,0,16,1,0,0
CUST100919,68,48,862596,220096,55,12,17,24,28,1,0,1,106,0,1,1
CUST100920,64,108,370802,115485,85,19,28,7,9,0,1,3,23,0,0,0
CUST100921,40,52,864460,197520,40,77,4,17,42,1,0,1,34,1,1,0
CUST100922,33,96,823545,120468,71,31,24,67,4,0,0,2,117,1,0,1
CUST100923,48,70,642462,230589,5,59,23,47,33,0,1,2,22,1,0,0
CUST100924,28,102,147429,15901,31,49,28,69,7,0,0,2,7,0,1,0
CUST100925,33,75,230937,102980,44,26,32,66,13,0,1,2,53,0,0,0
CUST100926,25,161,545653,122594,88,24,9,17,39,0,1,0,86,0,1,1
CUST100927,21,151,302173,229669,18,51,32,17,5,0,0,2,20,0,0,0
CUST100928,57,143,264881,17881,73,67,22,55,0,1,1,1,18,1,1,0
CUST100929,21,155,394186,44863,83,20,10,22,32,0,0,4,30,0,1,1
CUST100930,42,179,730992,151694,10,17,23,34,39,1,0,1,49,0,0,0
CUST100931,20,82,610762,147450,37,38,23,5,10,0,0,0,70,0,1,0
CUST100932,49,92,341362,229240,59,14,6,25,49,0,0,1,111,1,0,1
CUST100933,20,179,780966,239919,23,52,20,60,23,0,0,1,23,1,0,0
CUST100934,44,175,159571,217258,81,37,19,14,9,1,1,2,45,1,1,0
CUST100935,46,4,766387,60201,33,47,9,31,43,1,0,0,7,0,1,0
CUST100936,49,135,242474,74251,65,51,24,11,22,0,1,3,76,0,0,0
CUST100937,67,109,129692,87572,74,87,14,4,15,1,0,2,2,0,0,0
CUST100938,68,163,763790,54255,83,71,5,63,36,0,0,0,33,0,1,0
CUST100939,36,48,702517,78212,84,27,1,70,15,0,0,0,76,0,0,1
CUST100940,38,73,974751,65210,28,84,11,26,43,0,1,1,56,0,1,0
CUST100941,22,72,391555,140629,27,15,3,78,30,0,0,0,117,1,1,1
CUST100942,35,116,173106,37499,14,15,22,44,5,0,0,1,57,1,0,0
CUST100943,45,173,1294,117552,58,34,12,34,29,1,0,2,95,0,0,1
CUST100944,59,81,812028,197700,45,16,16,25,36,0,1,0,34,1,0,0
CUST100945,39,81,99185,76360,53,72,30,22,0,1,0,1,20,0,1,0
CUST100946,38,113,798866,150675,21,51,15,12,41,0,1,1,64,1,1,0
CUST100947,23,96,59382,239381,60,81,25,2,24,0,0,1,65,1,1,0
CUST100948,18,72,301242,142466,49,11,27,28,45,1,1,0,56,1,0,0
CUST100949,22,147,529943,100473,34,82,0,65,20,1,0,0,41,0,1,0
CUST100950,58,63,608317,158704,48,47,11,63,34,1,0,2,42,0,0,0
CUST100951,29,38,309372,176679,78,21,19,27,37,0,0,2,25,0,1,0
CUST100952,43,67,4771,106873,59,48,1,35,4,1,1,1,66,0,0,1
CUST100953,63,69,337243,80756,23,51,14,5,48,1,0,0,87,1,1,1
CUST100954,51,13,646099,193066,33,78,21,10,49,0,1,1,25,1,1,0
CUST100955,66,175,975303,209454,6,0,31,37,11,0,0,2,7,1,0,0
CUST100956,31,31,849689,216426,40,65,19,33,4,0,0,1,46,1,1,0
CUST100957,43,114,804990,71344,23,63,32,66,8,0,0,2,36,1,0,0
CUST100958,62,22,321580,199847,11,7,14,45,43,0,0,1,71,0,0,1
CUST100959,44,93,108779,153421,30,85,2,28,8,1,1,3,81,0,0,1
CUST100960,26,171,650179,86154,83,24,28,59,34,0,1,4,17,1,1,0
CUST100961,43,67,780085,42464,42,65,26,53,0,1,1,1,75,0,1,0
CUST100962,64,54,486319,188696,7,72,4,68,46,1,1,1,35,0,1,0
CUST100963,39,138,779760,136897,84,72,30,73,9,0,0,0,103,0,1,0
CUST100964,64,42,557664,52344,70,76,21,73,45,0,1,5,1,1,0,0
CUST100965,47,64,481674,98791,75,69,34,8,38,0,0,0,83,1,0,0
CUST100966,60,126,78924,170371,47,78,6,76,35,1,1,5,119,0,0,1
CUST100967,65,21,554620,194047,66,50,5,9,36,1,0,2,2,1,1,0
CUST100968,34,169,394145,147534,75,52,25,74,47,0,1,1,103,1,1,0
CUST100969,43,152,572025,135209,28,14,0,67,34,1,1,2,107,1,0,1
CUST100970,53,35,394056,96441,43,49,18,57,16,0,1,0,33,1,1,0
CUST100971,18,30,90031,105456,72,70,6,51,12,1,0,2,112,1,1,1
CUST100972,25,57,468186,96788,48,74,11,33,5,0,0,0,109,1,0,1
CUST100973,66,47,184024,186653,9,37,19,34,36,0,0,0,45,0,0,0
CUST100974,52,163,284135,246444,59,39,22,32,47,0,1,4,61,0,1,0
CUST100975,69,19,28472,217361,34,65,24,71,31,0,1,1,69,1,0,0
CUST100976,32,114,60946,29175,33,38,29,31,10,0,0,1,103,0,1,0
CUST100977,64,8,499782,152263,30,73,28,54,16,1,0,0,56,0,0,0
CUST100978,39,26,945353,98434,87,16,30,7,4,0,0,1,9,1,0,0
CUST100979,31,113,264685,99518,30,6,17,45,5,0,1,0,87,0,0,0
CUST100980,43,71,654525,226230,41,38,18,13,9,0,0,1,17,0,1,0
CUST100981,45,30,3765,81537,57,67,3,7,32,1,1,0,32,1,0,0
CUST100982,40,135,306218,130721,34,34,0,70,29,1,0,1,102,1,1,0
CUST100983,31,67,365939,62645,7,50,14,76,20,1,0,2,6,1,0,0
CUST100984,41,65,685643,38283,47,46,7,53,41,0,1,1,44,1,0,0
CUST100985,19,36,626675,101971,11,35,14,20,16,0,0,0,111,1,1,0
CUST100986,62,25,776404,107759,53,63,14,74,26,1,0,0,107,0,0,0
CUST100987,43,37,494377,205195,77,88,21,13,2,0,0,2,28,0,1,0
CUST100988,31,1,919273,117780,45,12,17,74,28,0,0,0,82,0,0,1
CUST100989,68,143,674166,176096,81,17,15,1,1,0,1,1,37,1,1,1
CUST100990,24,37,790404,195702,83,20,1,60,28,1,0,2,38,1,1,1
CUST100991,20,141,674616,45734,58,64,19,16,48,1,1,1,24,1,1,0
CUST100992,64,136,367047,15515,73,7,15,77,35,1,0,2,16,1,0,0
CUST100993,40,133,519790,125782,31,47,2,47,33,0,1,2,60,0,1,0
CUST100994,63,128,150725,81727,12,84,29,7,36,0,1,1,50,1,0,0
CUST100995,60,127,628867,243872,36,42,1,55,41,1,1,1,36,0,0,0
CUST100996,64,1,480885,124164,88,52,34,16,0,0,1,1,66,0,0,0
CUST100997,62,164,40339,61216,68,84,25,68,25,0,0,0,23,1,0,0
CUST100998,35,35,419973,86833,14,26,4,11,0,0,0,3,117,1,1,1
CUST100999,55,104,890808,73755,17,18,1,37,3,0,1,2,81,1,1,0
CUST101000,52,23,305543,42856,67,22,19,17,38,0,0,0,48,1,0,1
CUST101001,68,9,831445,88870,39,49,33,25,13,0,0,0,89,0,1,0
CUST101002,32,34,408922,170234,65,50,33,36,45,0,0,0,20,0,0,0
CUST101003,42,174,956735,152080,58,42,19,69,17,0,0,2,74,0,1,0
CUST101004,54,128,553197,22987,12,50,24,40,33,1,0,3,56,0,1,0
CUST101005,45,4,519993,208604,33,68,19,78,0,0,0,2,40,0,1,0
CUST101006,27,158,995135,111502,45,40,24,41,21,0,0,1,16,1,0,0
CUST101007,56,102,713932,149404,34,71,13,75,15,1,1,1,114,1,1,0
CUST101008,34,75,480095,81323,25,10,11,40,21,1,0,2,108,1,0,1
CUST101009,56,99,982271,185062,80,79,4,46,49,0,1,1,101,1,1,1
CUST101010,39,72,158541,24873,15,87,1,13,15,1,0,3,20,0,0,0
CUST101011,43,3,133385,228614,6,84,15,0,27,0,1,2,67,1,1,0
CUST101012,61,142,402063,231833,54,51,29,16,27,0,0,0,95,1,0,0
CUST101013,42,173,968726,182516,45,22,23,54,21,0,0,1,81,1,1,0
CUST101014,34,34,993206,181412,70,48,29,52,5,0,0,0,63,1,1,0
CUST101015,30,45,142002,120219,7,37,10,30,24,1,0,1,43,0,1,0
CUST101016,37,61,4285,20033,84,46,13,61,41,0,1,3,27,1,1,0
CUST101017,42,83,386781,88324,55,71,22,7,1,0,1,1,35,1,1,0
CUST101018,21,123,561151,30689,72,6,15,29,6,1,0,1,36,1,1,0
CUST101019,27,102,148776,124756,88,65,20,76,16,0,0,2,43,1,0,0
CUST101020,20,16,937209,233206,29,76,3,79,34,1,0,1,49,1,1,0
CUST101021,58,66,656915,249088,34,61,32,65,19,1,0,3,89,0,0,0
CUST101022,62,168,546611,241311,86,86,13,44,43,0,0,1,112,0,1,0
CUST101023,35,145,334112,15066,15,28,18,17,1,1,1,0,54,0,1,0
CUST101024,64,119,985426,129159,21,37,4,44,6,0,0,1,118,0,0,1
CUST101025,53,162,54915,191318,30,83,30,18,31,0,1,1,87,1,1,0
CUST101026,64,124,372687,22533,27,32,17,76,48,0,1,2,9,0,1,0
CUST101027,39,144,666979,226711,60,28,30,67,18,0,1,2,37,1,0,0
CUST101028,51,102,204462,216224,56,78,29,49,11,0,0,0,48,1,0,0
CUST101029,64,66,785278,130828,52,22,20,24,8,0,1,0,71,0,0,1
CUST101030,25,13,895932,74658,24,2,29,37,26,0,1,0,1,1,1,0
CUST101031,57,111,508553,53498,6,44,3,35,13,0,0,1,43,1,0,0
CUST101032,66,159,977778,124028,35,7,4,67,1,1,0,0,34,1,1,0
CUST101033,61,34,467389,26772,31,85,9,55,20,1,1,2,119,1,0,1
CUST101034,36,39,939729,104385,6,28,26,38,3,1,1,0,115,0,0,0
CUST101035,59,136,374410,195108,82,1,15,62,20,1,0,0,20,1,1,0
CUST101036,58,120,814171,204603,8,49,29,6,47,0,0,2,56,1,0,0
CUST101037,54,126,441924,27940,17,64,12,57,21,0,0,3,90,1,1,0
CUST101038,23,55,653329,133027,39,19,20,79,48,0,0,4,22,1,0,0
CUST101039,69,27,54019,31932,76,51,14,58,1,1,0,3,31,0,0,0
CUST101040,43,118,208226,241377,70,84,19,47,16,0,0,3,89,0,0,1
CUST101041,51,53,234169,202899,10,36,19,4,18,0,1,3,70,1,1,0
CUST101042,62,39,532661,207503,35,71,4,35,39,1,1,0,32,1,0,0
CUST101043,23,65,691641,39648,14,26,31,24,23,1,1,3,16,0,0,0
CUST101044,54,145,545475,47966,25,46,5,44,19,0,0,3,71,0,0,1
CUST101045,50,158,855295,173849,78,5,29,18,37,0,1,0,41,0,0,0
CUST101046,39,13,623215,178639,27,59,25,6,11,1,0,4,16,0,1,0
CUST101047,38,21,763473,163246,7,44,12,57,24,0,0,6,47,0,1,0
CUST101048,23,147,347229,57598,36,43,28,65,22,0,1,1,105,0,0,0
CUST101049,23,53,118996,205271,24,82,4,79,49,0,0,0,110,1,0,1
CUST101050,65,19,564508,159870,78,17,24,38,33,0,0,1,47,0,1,0
CUST101051,21,57,393647,211436,33,64,12,17,31,1,0,0,81,0,0,1
CUST101052,47,25,516971,163630,56,24,23,0,23,0,0,2,99,0,0,1
CUST101053,28,31,532930,76084,50,26,30,62,41,0,1,1,56,1,0,0
CUST101054,47,81,80971,190309,38,6,19,2,24,0,1,1,102,1,0,1
CUST101055,48,23,580844,211569,88,43,7,20,2,0,1,2,60,1,0,1
CUST101056,41,32,427976,146250,65,28,8,29,24,0,1,1,43,1,0,0
CUST101057,26,74,825624,232078,76,43,20,10,27,1,1,0,22,0,0,0
CUST101058,20,10,518473,32118,75,35,19,21,11,0,1,2,75,0,0,1
CUST101059,68,54,398597,37616,74,18,14,56,25,0,0,0,86,1,1,0
CUST101060,48,52,752943,146870,15,5,25,2,47,1,1,0,52,1,1,0
CUST101061,57,148,413774,22601,86,24,10,29,43,0,0,1,32,1,1,1
CUST101062,54,160,293926,40363,67,30,10,44,7,0,1,0,116,1,1,1
CUST101063,53,114,267926,17795,25,8,26,35,4,1,0,1,55,1,0,0
CUST101064,41,14,747777,112462,7,83,29,71,10,0,1,1,27,0,0,0
CUST101065,48,178,186784,191336,86,73,18,63,41,0,1,1,107,1,1,0
CUST101066,23,156,237836,117892,14,36,33,53,34,0,1,2,22,1,0,0
CUST101067,19,110,489161,87833,31,26,22,67,26,1,1,1,62,0,0,0
CUST101068,37,53,151534,18084,16,12,0,49,40,0,0,0,6,1,0,0
CUST101069,45,152,847462,110865,11,40,2,30,43,0,0,2,110,1,0,1
CUST101070,28,79,724879,222718,21,65,2,28,37,0,0,2,1,0,1,0
CUST101071,21,22,843843,15731,69,84,27,58,18,0,0,1,64,0,1,0
CUST101072,32,30,187278,147201,68,23,13,35,47,0,0,1,3,0,1,0
CUST101073,23,4,98469,174094,30,43,29,76,31,0,0,1,7,0,1,0
CUST101074,66,59,572238,16605,19,59,4,72,45,0,0,1,48,0,0,0
CUST101075,47,8,396739,92506,37,8,14,66,27,0,1,0,28,0,1,0
CUST101076,55,12,455142,59130,66,1,13,75,35,0,1,2,81,0,0,1
CUST101077,68,119,141749,175337,51,55,13,10,17,0,0,2,54,0,1,0
CUST101078,19,159,732188,178402,39,29,7,10,9,0,0,4,36,1,0,1
CUST101079,32,34,147161,83469,69,21,7,25,31,0,0,1,94,0,1,1
CUST101080,28,82,398797,161259,76,74,18,52,17,1,0,1,5,0,1,0
CUST101081,25,98,406123,171863,80,80,31,13,11,1,0,1,107,0,0,0
CUST101082,43,127,399825,105436,87,12,30,63,7,0,0,3,23,1,0,0
CUST101083,68,75,707513,216682,29,70,28,79,32,0,0,1,111,0,0,0
CUST101084,62,105,837971,127341,61,15,10,9,45,0,0,1,104,0,0,1
CUST101085,61,49,438359,238034,36,44,12,30,37,0,0,1,78,0,0,0
CUST101086,22,79,23936,185939,67,64,26,35,13,0,0,1,39,1,1,0
