Customer_ID,Age,Tenure_Months,Account_Balance,Monthly_Income,Previous_Month_Transactions,Current_Month_Transactions,Digital_Login_Frequency,UPI_Transactions,Card_Usage_Frequency,Loan_Active,Investment_Active,Complaint_Count,Days_Since_Last_Login,Salary_Account,Auto_Debit_Active,Churn,Transaction_Drop_Ratio,Digital_Engagement_Score,Inactivity_Score,Complaint_Risk_Score,Product_Adoption_Score,Balance_to_Income_Ratio
CUST100711,44,75,881624,229008,84,54,9,16,7,1,0,1,36,0,0,1,0.35294117647058826,11.4,0.3,0.125,1,3.8497351632468595
CUST100712,27,10,180006,21470,19,35,6,63,49,1,1,1,13,0,0,0,0.0,37.400000000000006,0.10833333333333334,0.125,2,8.3836803129803
CUST100713,43,142,373949,213670,52,36,15,60,48,0,0,0,12,1,1,0,0.3018867924528302,39.6,0.1,0.0,2,1.7501158322842127
CUST100714,36,51,999607,187870,76,13,13,56,23,0,1,0,109,1,1,1,0.8181818181818182,32.2,0.9083333333333333,0.0,3,5.320709422955113
CUST100715,56,118,160912,68473,17,26,15,76,20,0,1,0,11,1,0,0,0.0,40.400000000000006,0.09166666666666666,0.0,2,2.349972252241727
CUST100716,20,121,905521,165952,47,82,24,36,48,0,1,0,54,1,0,0,0.0,33.6,0.45,0.0,2,5.45649069314806
CUST100717,62,39,614655,246189,64,30,3,6,35,1,1,2,27,1,1,1,0.5230769230769231,10.600000000000001,0.225,0.25,4,2.4966692392054917
CUST100718,30,28,14265,59439,61,72,28,7,6,1,0,1,21,0,0,0,0.0,15.200000000000003,0.175,0.125,1,0.23998990578734858
CUST100719,67,3,399640,29308,75,80,5,77,4,1,0,1,83,0,0,0,0.0,33.599999999999994,0.6916666666666667,0.125,1,13.63540209491965
CUST100720,45,84,414841,106563,21,82,0,67,28,1,0,3,110,1,0,1,0.0,32.4,0.9166666666666666,0.375,2,3.8928812732254796
CUST100721,37,155,604910,242328,54,43,0,20,15,0,1,1,18,0,0,0,0.2,11.0,0.15,0.125,1,2.496234458112731
CUST100722,45,117,685547,50081,36,67,2,60,5,0,0,2,74,0,1,0,0.0,25.8,0.6166666666666667,0.25,1,13.688490874965057
CUST100723,25,2,299073,221314,26,47,0,73,13,0,0,0,29,1,1,0,0.0,31.800000000000004,0.24166666666666667,0.0,2,1.3513453674626663
CUST100724,58,93,325036,196455,59,56,0,79,1,1,1,2,53,1,1,0,0.05,31.8,0.44166666666666665,0.25,4,1.654497699230362
CUST100725,56,166,676899,24837,61,74,20,74,24,1,1,1,89,0,1,0,0.0,42.400000000000006,0.7416666666666667,0.125,3,27.252556566551252
CUST100726,18,131,319774,198223,17,21,29,28,30,1,1,1,14,1,0,0,0.0,28.800000000000004,0.11666666666666667,0.125,3,1.6131951731374607
CUST100727,20,144,222711,133128,51,3,31,24,49,0,1,0,29,1,0,0,0.9230769230769231,31.8,0.24166666666666667,0.0,2,1.6728962134471077
CUST100728,30,94,487626,182896,66,80,32,57,49,0,0,1,28,1,1,0,0.0,45.400000000000006,0.23333333333333334,0.125,2,2.666123555881179
CUST100729,45,40,927719,179145,58,71,21,13,12,1,1,0,31,1,0,0,0.0,16.0,0.25833333333333336,0.0,3,5.178563852946758
CUST100730,66,2,171457,127651,33,45,29,77,17,0,0,3,116,0,0,0,0.0,45.800000000000004,0.9666666666666667,0.375,0,1.3431595274652963
CUST100731,42,81,656313,112624,26,58,3,65,16,1,1,3,29,1,0,0,0.0,30.4,0.24166666666666667,0.375,3,5.827418423973363
CUST100732,50,169,612868,239720,69,33,22,53,44,0,0,0,107,1,0,1,0.5142857142857142,38.800000000000004,0.8916666666666667,0.0,1,2.556588701031616
CUST100733,55,12,340606,172371,33,10,24,76,27,0,0,0,114,1,0,1,0.6764705882352942,45.4,0.95,0.0,1,1.9759937808924883
CUST100734,23,163,638684,246065,52,30,11,66,11,1,1,2,15,1,0,0,0.41509433962264153,33.00000000000001,0.125,0.25,3,2.5955800476294977
CUST100735,61,65,360181,204933,9,10,16,29,34,0,0,1,35,0,0,0,0.0,24.8,0.2916666666666667,0.125,0,1.7575463319898113
CUST100736,62,55,96310,45063,39,55,14,17,21,1,1,2,81,1,0,0,0.0,16.6,0.675,0.25,3,2.1371826735309782
CUST100737,49,45,157080,84453,78,37,9,53,38,1,1,0,104,0,0,1,0.5189873417721519,32.400000000000006,0.8666666666666667,0.0,2,1.8599474270016814
CUST100738,62,101,312072,214544,87,20,34,20,0,0,1,0,47,1,0,0,0.7613636363636364,21.6,0.39166666666666666,0.0,2,1.4545759630846675
CUST100739,64,62,739456,117166,75,9,28,52,36,1,0,0,102,1,1,1,0.868421052631579,39.2,0.85,0.0,3,6.311128560089445
CUST100740,38,49,90876,29506,50,25,11,15,20,0,0,3,27,1,1,0,0.49019607843137253,14.4,0.225,0.375,2,3.0798115701359
CUST100741,33,127,550264,240413,39,7,0,27,0,0,1,2,61,1,1,1,0.8,10.8,0.5083333333333333,0.25,3,2.2888184548320814
CUST100742,38,153,770302,225926,49,7,0,3,3,1,1,0,82,0,1,1,0.84,1.8000000000000003,0.6833333333333333,0.0,3,3.409517233442661
CUST100743,28,23,388128,128604,17,59,9,54,31,0,0,1,55,0,1,0,0.0,31.400000000000002,0.4583333333333333,0.125,1,3.017985303837331
CUST100744,54,152,683986,41026,14,71,17,14,0,0,0,1,55,1,0,0,0.0,12.400000000000002,0.4583333333333333,0.125,1,16.671606503034585
CUST100745,53,38,361400,173744,70,33,1,63,12,1,0,0,74,0,0,1,0.5211267605633803,28.0,0.6166666666666667,0.0,1,2.0800598578376355
CUST100746,52,28,363681,184489,74,15,7,64,45,0,1,0,16,0,1,0,0.7866666666666666,37.400000000000006,0.13333333333333333,0.0,2,1.9712775760203805
CUST100747,36,21,191861,67413,76,12,21,15,46,1,0,0,61,1,1,1,0.8311688311688312,23.6,0.5083333333333333,0.0,3,2.8460112142878335
CUST100748,37,107,923204,80066,29,86,21,19,16,1,0,3,20,0,0,0,0.0,19.2,0.16666666666666666,0.375,1,11.530393295614923
CUST100749,35,146,634619,205285,48,75,25,63,11,0,1,2,36,1,1,0,0.0,37.400000000000006,0.3,0.25,3,3.091389573570531
CUST100750,64,164,720005,65971,64,21,25,32,6,0,0,1,107,1,0,1,0.6615384615384615,24.0,0.8916666666666667,0.125,1,10.913796762262779
CUST100751,58,99,252666,173353,51,26,8,68,2,0,1,3,114,1,0,1,0.4807692307692308,30.8,0.95,0.375,2,1.4575146809418877
CUST100752,66,173,991900,128978,44,63,20,68,49,0,0,0,33,1,0,0,0.0,45.0,0.275,0.0,1,7.690399212274866
CUST100753,31,119,270670,174163,11,1,30,57,25,1,0,0,96,0,0,1,0.8333333333333334,39.8,0.8,0.0,1,1.5541099193863255
CUST100754,32,73,629151,65494,50,25,5,38,30,1,0,1,28,0,0,0,0.49019607843137253,23.200000000000003,0.23333333333333334,0.125,1,9.606092068096801
CUST100755,48,122,958004,118864,27,82,13,76,35,0,0,0,67,0,1,0,0.0,42.6,0.5583333333333333,0.0,1,8.05959702183149
CUST100756,18,30,200121,164682,87,68,32,35,25,0,0,1,95,1,0,1,0.2159090909090909,31.8,0.7916666666666666,0.125,1,1.2151891816398779
CUST100757,20,108,336510,147151,50,83,6,67,2,1,0,1,59,0,0,0,0.0,29.6,0.49166666666666664,0.125,1,2.286819071436338
CUST100758,33,98,998821,110386,17,29,23,20,43,0,0,1,10,0,0,0,0.0,25.800000000000004,0.08333333333333333,0.125,0,9.048357143504218
CUST100759,40,32,453333,192823,25,7,8,62,27,1,1,1,89,1,1,1,0.6923076923076923,33.4,0.7416666666666667,0.125,4,2.3510195826245694
CUST100760,28,156,57096,101126,5,37,10,5,43,1,0,4,81,0,1,0,0.0,14.6,0.675,0.5,2,0.5645969919012727
CUST100761,29,172,664270,201504,23,60,22,23,16,0,1,5,116,1,0,1,0.0,21.2,0.9666666666666667,0.625,2,3.2965435100865985
CUST100762,27,79,999887,177023,64,80,1,52,37,0,1,0,95,1,0,0,0.0,28.6,0.7916666666666666,0.0,2,5.648313223065799
CUST100763,49,41,858617,95863,37,64,14,75,46,1,0,2,59,1,0,0,0.0,44.800000000000004,0.49166666666666664,0.25,2,8.956615622131352
CUST100764,33,63,51248,93291,8,66,34,77,29,0,0,1,90,1,1,0,0.0,50.2,0.75,0.125,2,0.549328988552073
CUST100765,25,23,206728,140659,7,45,27,49,1,0,0,1,79,0,0,0,0.0,30.6,0.6583333333333333,0.125,0,1.4696999857813167
CUST100766,55,104,920455,205944,56,89,3,11,7,1,0,0,73,1,0,1,0.0,7.000000000000001,0.6083333333333333,0.0,2,4.46942144747384
CUST100767,29,75,983716,22235,32,71,9,55,13,1,0,1,107,1,0,1,0.0,28.200000000000003,0.8916666666666667,0.125,2,44.239791329375784
CUST100768,41,48,994205,97733,74,42,5,14,36,0,0,2,33,0,0,1,0.4266666666666667,14.8,0.275,0.25,0,10.172560214459656
CUST100769,45,160,80888,77712,74,58,29,39,34,0,1,0,32,0,1,0,0.21333333333333335,34.0,0.26666666666666666,0.0,2,1.0408554553292242
CUST100770,25,57,207354,167545,59,45,34,40,41,0,0,0,9,1,0,0,0.23333333333333334,37.800000000000004,0.075,0.0,1,1.2375944516729733
CUST100771,45,118,241346,213639,61,71,9,68,38,0,0,2,105,0,0,1,0.0,38.400000000000006,0.875,0.25,0,1.1296854521625164
CUST100772,53,100,619821,140849,20,34,31,68,10,0,0,3,59,1,1,0,0.0,41.6,0.49166666666666664,0.375,2,4.400575079872205
CUST100773,43,124,42954,94823,28,38,2,5,14,0,1,0,25,0,1,0,0.0,5.6,0.20833333333333334,0.0,2,0.4529865856745128
CUST100774,25,161,352863,119215,73,50,25,66,1,0,0,0,105,0,0,1,0.3108108108108108,36.60000000000001,0.875,0.0,0,2.9598627700979736
CUST100775,67,152,665164,47230,45,3,14,32,36,0,1,0,24,1,1,0,0.9130434782608695,25.6,0.2,0.0,3,14.083208062501324
CUST100776,45,167,749065,99573,81,79,16,42,42,0,0,0,1,0,1,0,0.024390243902439025,31.6,0.008333333333333333,0.0,1,7.522696687890413
CUST100777,45,34,263739,238660,51,76,26,20,31,0,1,1,89,1,0,0,0.0,24.599999999999998,0.7416666666666667,0.125,2,1.1050779138610833
CUST100778,54,156,292736,214948,80,83,17,64,39,0,0,0,83,0,0,0,0.0,40.2,0.6916666666666667,0.0,0,1.3618858426882656
CUST100779,58,165,565931,55644,73,50,18,16,12,0,1,4,2,0,0,0,0.3108108108108108,16.0,0.016666666666666666,0.5,1,10.170383682271543
CUST100780,53,7,255793,194736,35,4,11,7,42,1,1,1,31,1,0,1,0.8611111111111112,15.600000000000001,0.25833333333333336,0.125,3,1.313530556596846
CUST100781,44,165,325809,60203,34,54,23,63,16,0,0,0,0,1,0,0,0.0,37.60000000000001,0.0,0.0,1,5.411750049830576
CUST100782,34,56,939327,81677,22,19,4,27,14,1,0,1,23,1,1,0,0.13043478260869565,15.200000000000001,0.19166666666666668,0.125,3,11.50036729596709
CUST100783,26,65,269116,171497,48,23,23,12,32,1,0,0,49,1,1,0,0.5102040816326531,20.400000000000002,0.4083333333333333,0.0,3,1.5692078041726434
CUST100784,50,47,279026,138246,31,35,26,12,15,0,1,1,42,1,0,0,0.0,18.200000000000003,0.35,0.125,2,2.018315044811099
CUST100785,37,148,722754,99817,30,33,29,37,12,1,1,2,119,1,0,1,0.0,28.800000000000004,0.9916666666666667,0.25,3,7.240718106954658
CUST100786,30,19,465271,232033,64,53,14,24,21,0,0,2,43,0,0,0,0.16923076923076924,19.400000000000002,0.35833333333333334,0.25,0,2.005184585017713
CUST100787,45,157,680129,246414,22,33,33,61,22,0,0,1,32,1,1,0,0.0,42.0,0.26666666666666666,0.125,2,2.7600957733904186
CUST100788,65,146,550308,243721,60,82,26,22,35,0,0,2,37,0,1,0,0.0,26.200000000000003,0.30833333333333335,0.25,1,2.257933218995413
CUST100789,46,163,961252,84806,35,16,19,20,42,0,1,2,111,0,0,1,0.5277777777777778,24.0,0.925,0.25,1,11.334583230157888
CUST100790,30,171,365765,57814,63,4,31,53,49,0,1,1,51,0,1,0,0.921875,43.400000000000006,0.425,0.125,2,6.326472368762432
CUST100791,63,126,872806,85219,6,88,3,62,49,0,0,0,34,0,0,0,0.0,35.8,0.2833333333333333,0.0,0,10.241797700070405
CUST100792,52,139,45912,195718,43,17,4,29,9,1,0,0,16,1,1,0,0.5909090909090909,15.000000000000002,0.13333333333333333,0.0,3,0.23458121081754965
CUST100793,23,49,13879,185956,65,54,7,74,16,1,0,2,57,0,0,0,0.16666666666666666,35.6,0.475,0.25,1,0.074635534021306
CUST100794,35,113,559086,110345,67,52,21,67,29,0,0,0,47,0,0,0,0.22058823529411764,41.0,0.39166666666666666,0.0,0,5.066663041705182
CUST100795,68,38,633079,115088,22,49,6,75,12,0,0,3,42,1,0,0,0.0,34.8,0.35,0.375,1,5.500777659029099
CUST100796,22,64,484042,84322,21,71,21,72,29,0,0,3,47,0,1,0,0.0,43.0,0.39166666666666666,0.375,1,5.740331819313829
CUST100797,64,69,702433,36650,43,78,29,31,45,0,0,3,43,1,1,0,0.0,33.0,0.35833333333333334,0.375,2,19.165452511527654
CUST100798,42,136,338935,109242,75,44,15,74,29,1,1,2,32,0,1,0,0.40789473684210525,41.400000000000006,0.26666666666666666,0.25,3,3.1025786549252583
CUST100799,19,162,854415,155262,58,12,14,23,6,0,1,1,74,0,0,1,0.7796610169491526,16.0,0.6166666666666667,0.125,1,5.503017460695723
CUST100800,27,176,961509,53196,80,15,4,6,9,0,1,0,86,0,0,1,0.8024691358024691,5.8,0.7166666666666667,0.0,1,18.07449668214373
CUST100801,47,116,488947,185521,39,85,2,71,34,1,0,2,101,0,0,1,0.0,36.0,0.8416666666666667,0.25,1,2.635520315649896
CUST100802,67,65,659210,185733,15,83,22,0,1,1,1,4,95,1,1,0,0.0,9.0,0.7916666666666666,0.5,4,3.549215544811397
CUST100803,62,31,160472,44709,65,12,9,2,29,0,1,2,82,1,1,1,0.803030303030303,10.200000000000001,0.6833333333333333,0.25,3,3.589174681279356
CUST100804,22,132,799385,95428,48,19,4,27,18,0,0,0,75,0,1,1,0.5918367346938775,16.0,0.625,0.0,1,8.37675130201511
CUST100805,50,113,631698,221251,72,65,22,42,38,0,0,0,91,0,1,0,0.0958904109589041,33.2,0.7583333333333333,0.0,1,2.855106394518468
CUST100806,18,109,650443,24943,29,46,14,45,36,0,1,0,1,0,1,0,0.0,30.8,0.008333333333333333,0.0,2,26.076130532392558
CUST100807,35,178,155607,189312,52,18,17,0,2,0,1,3,9,1,1,0,0.6415094339622641,7.200000000000001,0.075,0.375,3,0.8219562312149721
CUST100808,49,69,731896,191832,36,44,24,37,24,0,0,1,82,0,0,0,0.0,29.200000000000003,0.6833333333333333,0.125,0,3.8152768293255073
CUST100809,64,158,469255,36042,88,36,7,34,33,1,0,3,27,1,1,1,0.5842696629213483,23.000000000000004,0.225,0.375,3,13.019310268290653
CUST100810,66,120,253712,58894,8,53,30,73,21,0,1,0,46,1,1,0,0.0,45.400000000000006,0.38333333333333336,0.0,3,4.307869938025299
CUST100811,28,88,868461,152941,42,5,20,75,37,0,1,0,7,0,0,0,0.8604651162790697,45.4,0.058333333333333334,0.0,1,5.6783682703246985
CUST100812,38,67,5055,207150,67,13,1,73,13,0,1,1,106,1,1,1,0.7941176470588235,32.2,0.8833333333333333,0.125,3,0.024402489005604606
CUST100813,43,75,301314,71759,51,3,21,53,38,0,0,2,22,1,0,0,0.9230769230769231,37.2,0.18333333333333332,0.25,1,4.198913043478261
CUST100814,42,45,230016,120973,5,85,7,23,1,0,0,0,47,1,0,0,0.0,12.200000000000001,0.39166666666666666,0.0,1,1.9013672359349942
CUST100815,39,4,763945,59306,7,54,22,27,31,0,0,0,108,0,1,1,0.0,25.8,0.9,0.0,1,12.881194462710978
CUST100816,44,154,887408,123369,66,33,31,21,42,0,1,0,93,1,0,0,0.4925373134328358,29.200000000000003,0.775,0.0,2,7.193061522250142
CUST100817,66,155,291395,201443,68,26,7,15,2,0,1,3,91,0,0,1,0.6086956521739131,9.200000000000001,0.7583333333333333,0.375,1,1.4465310458489704
CUST100818,30,174,923036,166990,21,6,3,12,40,0,0,1,62,0,1,1,0.6818181818181818,14.0,0.5166666666666667,0.125,1,5.527459563689061
CUST100819,50,107,661284,43379,82,2,29,61,7,0,0,0,76,1,0,1,0.963855421686747,37.4,0.6333333333333333,0.0,1,15.243983402489626
CUST100820,51,51,49037,135667,66,46,18,42,25,0,1,1,118,1,0,1,0.29850746268656714,29.0,0.9833333333333333,0.125,2,0.36144853613232303
CUST100821,58,50,996586,236882,39,1,22,77,31,0,1,2,36,0,1,0,0.95,45.800000000000004,0.3,0.25,2,4.207081132879945
CUST100822,52,6,93115,229304,17,79,17,31,10,0,1,0,11,1,0,0,0.0,21.200000000000003,0.09166666666666666,0.0,2,0.4060748784370162
CUST100823,18,59,990125,149034,39,24,28,66,49,0,0,0,73,1,0,0,0.375,47.400000000000006,0.6083333333333333,0.0,1,6.643573657194619
CUST100824,38,125,865358,159923,47,59,22,56,0,1,1,0,114,0,0,0,0.0,31.200000000000003,0.95,0.0,2,5.411057752432406
CUST100825,65,143,473032,132626,6,78,32,64,14,1,1,0,80,0,0,0,0.0,41.2,0.6666666666666666,0.0,2,3.5666342449124238
CUST100826,23,30,483870,191819,60,23,17,68,3,0,0,1,64,0,0,1,0.6065573770491803,34.6,0.5333333333333333,0.125,0,2.5225211135439474
CUST100827,45,170,71400,140180,81,14,32,48,3,1,1,2,85,1,1,1,0.8170731707317073,32.6,0.7083333333333334,0.25,4,0.5093414942110557
CUST100828,34,122,624813,67349,55,13,6,32,27,0,0,1,14,1,0,1,0.75,20.6,0.11666666666666667,0.125,1,9.277104677060134
CUST100829,22,125,364308,216904,58,53,27,18,9,1,1,1,79,0,0,0,0.0847457627118644,19.8,0.6583333333333333,0.125,2,1.6795740070537792
CUST100830,48,37,224457,202428,20,77,0,35,10,0,1,1,83,1,1,0,0.0,16.0,0.6916666666666667,0.125,3,1.1088184005256163
CUST100831,22,170,749462,160817,22,5,33,69,49,0,0,1,118,1,1,0,0.7391304347826086,50.60000000000001,0.9833333333333333,0.125,2,4.66031165665535
CUST100832,55,124,142774,20730,11,77,18,14,22,0,1,2,9,1,0,0,0.0,17.200000000000003,0.075,0.25,2,6.88698084993488
CUST100833,20,101,894164,159993,49,80,30,23,46,0,0,0,41,0,0,0,0.0,30.400000000000006,0.3416666666666667,0.0,0,5.588734577546658
CUST100834,40,35,16385,244502,40,17,12,26,2,1,1,0,25,1,1,0,0.5609756097560976,15.600000000000001,0.20833333333333334,0.0,4,0.06701349267698146
CUST100835,54,87,796768,217210,45,19,23,48,38,0,1,3,48,1,1,0,0.5652173913043478,36.00000000000001,0.4,0.375,3,3.668175184498023
CUST100836,54,134,852853,229183,46,61,4,74,38,0,1,0,117,0,1,1,0.0,38.800000000000004,0.975,0.0,2,3.7212589011449317
CUST100837,27,18,949729,34023,11,80,22,22,16,0,1,1,22,0,0,0,0.0,20.8,0.18333333333333332,0.125,1,27.913502233717377
CUST100838,27,113,561309,191421,19,79,18,32,21,0,0,0,63,1,0,0,0.0,24.2,0.525,0.0,1,2.932311855481606
CUST100839,36,29,922286,141796,64,39,0,40,26,0,0,2,16,0,0,1,0.38461538461538464,21.2,0.13333333333333333,0.25,0,6.504270189073112
CUST100840,34,77,509670,96533,44,38,32,55,15,0,0,0,33,1,1,0,0.13333333333333333,37.8,0.275,0.0,2,5.279694201006899
CUST100841,38,59,118369,98286,87,51,32,28,15,0,1,1,104,0,1,0,0.4090909090909091,27.0,0.8666666666666667,0.125,2,1.2043200016278857
CUST100842,31,175,745990,56979,41,31,31,30,39,1,0,1,56,0,0,0,0.23809523809523808,32.2,0.4666666666666667,0.125,1,13.092137592137592
CUST100843,26,126,574399,37837,70,72,27,64,2,0,1,0,85,0,0,0,0.0,36.800000000000004,0.7083333333333334,0.0,1,15.180479940800254
CUST100844,63,145,90402,161069,59,26,11,17,46,0,0,2,3,0,1,0,0.55,20.400000000000002,0.025,0.25,1,0.5612590799031477
CUST100845,18,109,645062,119975,81,51,8,5,32,0,1,1,70,0,0,1,0.36585365853658536,11.600000000000001,0.5833333333333334,0.125,1,5.376591985063679
CUST100846,68,22,254724,234675,84,62,10,51,41,1,0,1,68,1,0,1,0.25882352941176473,32.6,0.5666666666666667,0.125,2,1.0854284204605498
CUST100847,62,68,740945,191111,60,73,32,39,1,0,1,2,94,0,1,0,0.0,28.6,0.7833333333333333,0.25,2,3.877019758047637
CUST100848,30,69,830151,35923,48,62,18,64,38,0,1,2,82,1,0,0,0.0,40.400000000000006,0.6833333333333333,0.25,2,23.108534684333595
CUST100849,21,165,228600,23876,61,16,33,41,45,1,1,1,67,1,0,0,0.7258064516129032,38.6,0.5583333333333333,0.125,3,9.574067093856012
CUST100850,18,49,705397,75973,10,48,6,67,47,0,1,2,49,1,0,0,0.0,38.6,0.4083333333333333,0.25,2,9.28471582383447
CUST100851,66,141,474319,148959,36,80,30,31,26,0,1,2,85,0,1,0,0.0,29.599999999999998,0.7083333333333334,0.25,2,3.184203813104189
CUST100852,57,162,650983,209795,78,81,1,9,14,0,1,0,66,1,0,0,0.0,6.800000000000001,0.55,0.0,2,3.102933325706877
CUST100853,49,109,135585,57422,22,22,18,68,6,1,1,1,86,1,1,0,0.0,35.60000000000001,0.7166666666666667,0.125,4,2.3611619037667833
CUST100854,51,86,771543,248462,72,71,31,8,44,1,0,0,67,0,0,0,0.0136986301369863,24.400000000000002,0.5583333333333333,0.0,1,3.1052631578947367
CUST100855,45,53,669695,66413,77,12,9,68,41,1,1,3,109,1,1,1,0.8333333333333334,39.00000000000001,0.9083333333333333,0.375,4,10.083642003192098
CUST100856,48,123,700500,117484,11,22,7,60,8,0,1,1,87,0,0,0,0.0,28.400000000000002,0.725,0.125,1,5.962463293186365
CUST100857,25,87,105126,148913,12,56,25,10,40,0,0,3,58,0,0,0,0.0,22.0,0.48333333333333334,0.375,0,0.7059510858616382
CUST100858,56,179,736733,43756,68,61,29,67,5,0,1,0,77,1,1,0,0.10144927536231885,39.400000000000006,0.6416666666666667,0.0,3,16.836917521767944
CUST100859,43,131,602946,86576,11,53,10,73,11,1,1,0,112,1,0,1,0.0,35.400000000000006,0.9333333333333333,0.0,3,6.964274576388648
CUST100860,51,42,166912,133248,45,19,19,7,29,1,1,1,104,0,1,0,0.5652173913043478,16.200000000000003,0.8666666666666667,0.125,3,1.2526322899233766
CUST100861,20,98,818439,25304,44,85,19,48,19,0,1,2,114,1,0,0,0.0,30.600000000000005,0.95,0.25,2,32.34297569650267
CUST100862,67,160,975451,45341,7,51,8,23,19,1,0,1,62,1,0,1,0.0,16.200000000000003,0.5166666666666667,0.125,2,21.513188655110053
CUST100863,29,109,632121,150830,21,22,7,32,45,0,0,1,66,1,0,1,0.0,24.6,0.55,0.125,1,4.190922290510572
CUST100864,18,51,119637,163082,70,34,14,18,26,0,0,1,110,0,1,1,0.5070422535211268,18.0,0.9166666666666666,0.125,1,0.7335957763838046
CUST100865,61,85,908153,142039,83,66,33,1,19,0,0,2,84,1,0,0,0.20238095238095238,17.400000000000002,0.7,0.25,1,6.393642635877217
CUST100866,22,174,618508,206830,56,33,23,54,6,0,1,0,25,0,1,0,0.40350877192982454,32.00000000000001,0.20833333333333334,0.0,2,2.990402792618128
CUST100867,47,127,27393,177730,26,32,32,10,39,0,0,1,0,1,0,0,0.0,24.6,0.0,0.125,1,0.15412617945096804
CUST100868,47,21,582768,195074,8,45,26,16,39,0,1,4,93,0,0,1,0.0,24.6,0.775,0.5,1,2.9874048442906576
CUST100869,34,44,904675,249390,10,80,20,41,29,1,1,0,114,1,0,0,0.0,30.200000000000003,0.95,0.0,3,3.6275366793508987
CUST100870,65,139,875722,147447,42,44,4,60,7,1,1,0,67,0,0,0,0.0,27.0,0.5583333333333333,0.0,2,5.939192121968423
CUST100871,64,103,480551,114485,30,18,34,2,1,1,0,0,77,0,0,0,0.3870967741935484,14.600000000000001,0.6416666666666667,0.0,1,4.197465192250581
CUST100872,40,68,891695,37092,15,86,20,34,13,1,0,1,17,1,1,0,0.0,24.200000000000003,0.14166666666666666,0.125,3,24.0394414040385
CUST100873,32,129,665467,146562,21,14,3,65,9,0,0,2,11,0,0,0,0.3181818181818182,29.0,0.09166666666666666,0.25,0,4.540484296855277
CUST100874,54,92,522397,18729,35,77,15,0,49,0,0,0,37,0,0,0,0.0,15.8,0.30833333333333335,0.0,0,27.890923651895356
CUST100875,38,24,793425,152046,81,65,30,6,17,1,1,0,41,1,1,0,0.1951219512195122,17.8,0.3416666666666667,0.0,4,5.218287766282794
CUST100876,31,125,94650,133222,39,38,25,19,17,0,1,0,35,1,0,0,0.025,21.0,0.2916666666666667,0.0,2,0.7104629080564167
CUST100877,19,141,759685,100216,20,17,34,42,15,1,0,1,15,0,0,0,0.14285714285714285,33.400000000000006,0.125,0.125,1,7.58040053084806
CUST100878,28,111,519196,98860,83,69,5,5,4,1,1,2,64,0,0,0,0.16666666666666666,4.8,0.5333333333333333,0.25,2,5.251777748556053
CUST100879,68,98,905027,111870,22,58,32,54,30,1,0,0,66,1,0,0,0.0,40.400000000000006,0.55,0.0,2,8.089916064038043
CUST100880,56,139,53066,36398,66,31,20,20,36,0,1,1,38,1,0,0,0.5223880597014925,23.2,0.31666666666666665,0.125,2,1.457897194977884
CUST100881,55,179,374994,49650,31,20,15,50,19,0,0,0,98,0,0,1,0.34375,29.8,0.8166666666666667,0.0,0,7.5525971279531126
CUST100882,51,17,830374,167364,39,39,33,45,22,1,1,3,117,1,0,0,0.0,35.6,0.975,0.375,3,4.9614555014489286
CUST100883,55,99,17138,247363,49,26,14,34,31,1,0,1,58,1,1,0,0.46,25.400000000000002,0.48333333333333334,0.125,3,0.06928251483643537
CUST100884,67,82,119558,118889,39,1,5,7,41,1,0,1,78,0,1,1,0.95,13.000000000000002,0.65,0.125,2,1.0056186390781394
CUST100885,51,104,259480,18159,32,79,1,67,16,0,0,0,37,0,1,0,0.0,30.4,0.30833333333333335,0.0,1,14.288546255506608
CUST100886,35,152,438743,113162,13,38,23,15,12,0,0,3,15,0,0,0,0.0,17.6,0.125,0.375,0,3.8770888011099034
CUST100887,47,19,272334,208838,80,85,27,66,48,1,1,2,80,1,0,0,0.0,46.800000000000004,0.6666666666666666,0.25,3,1.3040380388720498
CUST100888,32,165,879691,240959,19,55,0,70,49,1,0,0,97,0,0,0,0.0,37.8,0.8083333333333333,0.0,1,3.6507760624169987
CUST100889,44,85,79422,117834,25,12,0,63,12,0,1,0,73,0,0,0,0.5,27.6,0.6083333333333333,0.0,1,0.6740102685959181
CUST100890,68,8,712058,163137,56,55,27,1,16,0,1,3,10,1,0,0,0.017543859649122806,14.400000000000002,0.08333333333333333,0.375,2,4.364758670573379
CUST100891,51,28,607603,36638,39,65,19,0,14,1,1,2,27,0,0,0,0.0,10.4,0.225,0.25,2,16.58350391659161
CUST100892,69,5,30086,16073,55,77,7,57,25,0,1,1,90,1,0,0,0.0,30.6,0.75,0.125,2,1.8717183028493218
CUST100893,55,145,935826,192583,87,55,0,0,43,1,0,0,101,0,1,1,0.36363636363636365,8.6,0.8416666666666667,0.0,2,4.859313338595107
CUST100894,50,101,126604,230379,59,27,25,6,27,0,0,3,81,1,0,1,0.5333333333333333,17.8,0.675,0.375,1,0.5495442312700756
CUST100895,41,164,888246,247069,81,63,24,68,41,0,1,0,110,0,1,0,0.21951219512195122,45.00000000000001,0.9166666666666666,0.0,2,3.595118792245113
CUST100896,32,118,120324,44320,48,70,9,17,44,1,1,1,111,0,1,0,0.0,19.200000000000003,0.925,0.125,3,2.714830441551409
